,SSE for Kmeans,SSE for DBSCAN,Entropy for Kmeans,Entropy for DBSCAN,Purity for Kmeans,Purity for DBSCAN
0,90.69684508882706,164.4427836700531,2.1421588347416503,2.213349141427788,0.36062378167641324,0.2943469785575049
